                    Ramp 3A3 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:51:30 |      | 7  1  F |  10  13  12  15  12                      |
| 14:52:00 |      | 7  1  F |   9   7  15  15  13                      |
| 14:52:30 |      | 7  1  F |   7  11  10  15  15                      |
| 14:53:00 |      | 7  1  F |  11   9   8  12  15                      |
| 14:53:30 |      | 7  1  F |  11   8  10   9  11                      |
| 14:54:00 |      | 7  1  F |   9  11   8  10  11                      |
| 14:54:30 |      | 7  1  F |  10  10  10   9   9                      |
| 14:55:00 |      | 7  1  F |  10   9  11  10   8                      |
| 14:55:30 |      | 7  1  F |   9  10   8  11  12                      |
| 14:56:00 |      | 7  1  F |   8  11   8   9  11                      |
| 14:56:30 |      | 7  1  F |   9  11  10   9   7                      |
| 14:57:00 |      | 7  1  F |  10   8  10  11  10                      |
| 14:57:30 |      | 7  1  F |  14   7   8  11  11                      |
| 14:58:00 |      | 7  1  F |  13  12   7   7   9                      |
| 14:58:30 |      | 7  1  F |   8  16   7   8   6                      |
| 14:59:00 |      | 7  1  F |   9  12  12   8   7                      |
| 14:59:30 |      | 7  1  F |  10   9  13  14  11                      |
| 15:00:00 |      | 7  1  F |   9  10   9  14  14                      |
| 15:00:30 |      | 7  1  F |   9  10  10   8  12                      |
| 15:01:00 |      | 7  1  F |   9   9  12  12  10                      |
| 15:01:30 |      | 7  1  F |   7  10  10  12  11                      |
| 15:02:00 |      | 7  1  F |  11   9   8  10  11                      |
| 15:02:30 |      | 7  1  F |  13   7  11   9  11                      |
| 15:03:00 |      | 7  1  F |   9  12  13  11  11                      |
| 15:03:30 |      | 7  1  F |  10  16  12  13  12                      |
| 15:04:00 |      | 7  1  F |  14  11  15  14  13                      |
| 15:04:30 |      | 7  3  F |  12  10  16  18  15                      |
| 15:05:00 |      | 7  3  F |  10  16  12  17  18                      |
| 15:05:30 |      | 7  1  F |  10  16  13  13  16                      |
| 15:06:00 |      | 7  1  F |  11  12  15  16  13                      |
| 15:06:30 |      | 7  1  F |  12  11  15  15  15                      |
| 15:07:00 |      | 7  1  F |   9  13  12  15  15                      |
| 15:07:30 |      | 7  1  F |   6  14  10  14  16                      |
| 15:08:00 |      | 7  1  F |   8  11  12  11  13                      |
| 15:08:30 |      | 7  1  F |  13   8  13  11  10                      |
| 15:09:00 |      | 7  1  F |  15   8  11  14  11                      |
| 15:09:30 |      | 7  1  F |  14  12   8  12  13                      |
| 15:10:00 |      | 7  2  F |  13  17  10   9  13                      |
| 15:10:30 |      | 7  4  F |  14  19  12  12   9                      |
| 15:11:00 |      | 7  1  F |  15  16  16  15  11                      |
| 15:11:30 |      | 7  4  F |   9  14  17  19  17                      |
| 15:12:00 |      | 7  4  F |  11  15  15  20  20                      |
| 15:12:30 |      | 7  4  C |  15  13  14  17  19                      |
| 15:13:00 |  1.4 | 2  2  C |  17  12  14  16  14                      |
| 15:13:30 |  1.4 | 2  2  C |  17  17  12  14  15                      |
| 15:14:00 |  3.0 | 4  4  C |  10  20  12  14  16                      |
| 15:14:30 |  2.1 | 3  3  C |   7  18  18  14  12                      |
| 15:15:00 |  3.0 | 4  4  C |   7  13  21  15  15                      |
| 15:15:30 |  3.0 | 4  4  C |   9   9  15  19  18                      |
| 15:16:00 |  3.0 | 4  4  C |  12  10  10  16  19                      |
| 15:16:30 |  1.0 | 1  1  Z |  11  12   9  12  16                      |
| 15:17:00 |  1.0 | 1  1  Z |   7  13  11  11  11                      |
| 15:17:30 |  1.0 | 1  1  Z |   9  13  14  12  10                      |
| 15:18:00 |  1.0 | 1  1  Z |  15  10  14  14  11                      |
| 15:18:30 |  2.1 | 3  3  C |  18  11  11  16  15                      |
| 15:19:00 |  2.1 | 3  3  C |  15  14  10  14  18                      |
| 15:19:30 |  3.0 | 4  4  C |  11  19  12  10  13                      |
| 15:20:00 |  3.0 | 4  4  C |  12  22  12  12   9                      |
| 15:20:30 |  1.0 | 1  1  Z |  14  15  15  14  13                      |
| 15:21:00 |  1.0 | 1  1  Z |  14  14  16  14  15                      |
| 15:21:30 |  1.0 | 1  1  Z |  11  16  15  13  15                      |
| 15:22:00 |  1.0 | 1  1  Z |   8  14  14  15  14                      |
| 15:22:30 |  1.0 | 1  1  Z |  10  14  13  15  14                      |
| 15:23:00 |  1.0 | 1  1  Z |  13  10  13  13  14                      |
| 15:23:30 |  1.0 | 1  1  Z |  15  10  13  14  14                      |
| 15:24:00 |  1.0 | 1  1  Z |  14  13  12  13  16                      |
| 15:24:30 |  1.0 | 1  1  Z |  11  15  12  13  13                      |
| 15:25:00 |  1.0 | 1  1  Z |  11  15  13  13  12                      |
| 15:25:30 |  1.0 | 1  1  Z |  12  14  13  13  13                      |
| 15:26:00 |  1.0 | 1  1  Z |  15  11  14  14  13                      |
| 15:26:30 |  1.4 | 2  2  C |  17  13  14  14  16                      |
| 15:27:00 |  1.4 | 2  2  C |  15  17  15  14  16                      |
| 15:27:30 |  2.1 | 3  3  C |  10  18  15  16  13                      |
| 15:28:00 |  1.4 | 2  2  C |   8  17  14  15  16                      |
| 15:28:30 |  1.4 | 2  2  C |  11  13  17  14  15                      |
| 15:29:00 |  1.0 | 1  1  Z |  13  10  16  15  14                      |
| 15:29:30 |  1.4 | 2  2  C |  12  12  10  16  17                      |
| 15:30:00 |  1.0 | 1  1  Z |   9  15  11  11  14                      |
| 15:30:30 |  1.0 | 1  1  Z |   9  14  11  10  11                      |
| 15:31:00 |  1.0 | 1  1  Z |  14  11  13  13  13                      |
| 15:31:30 |  1.0 | 1  1  Z |  14  12  14  13  15                      |
| 15:32:00 |  1.0 | 1  1  Z |  12  14  11  12  13                      |
| 15:32:30 |  1.0 | 1  1  Z |  12  16  14  13  11                      |
| 15:33:00 |  1.0 | 1  1  Z |  11  14  15  16  14                      |
| 15:33:30 |  1.4 | 2  2  Z |  13  13  14  15  17                      |
| 15:34:00 |  1.0 | 1  1  Z |  13  12  13  15  15                      |
| 15:34:30 |  1.4 | 2  2  Z |  10  13  11  16  16                      |
| 15:35:00 |  1.4 | 2  2  Z |  13  15  10  13  17                      |
| 15:35:30 |  1.0 | 1  1  Z |  16  14  12  10  13                      |
| 15:36:00 |  1.0 | 1  1  Z |  16  13  12  12  12                      |
| 15:36:30 |  1.0 | 1  1  Z |  15  14  14  12  11                      |
| 15:37:00 |  1.4 | 2  2  C |  14  17  14  12  12                      |
| 15:37:30 |  1.0 | 1  1  Z |  13  15  14  14  14                      |
| 15:38:00 |  1.4 | 2  2  C |  11  15  17  15  14                      |
| 15:38:30 |  1.4 | 2  2  C |  11  15  17  15  16                      |
| 15:39:00 |  1.0 | 1  1  Z |  12  16  15  16  15                      |
| 15:39:30 |  1.4 | 2  2  C |  17  13  14  16  14                      |
| 15:40:00 |  3.0 | 4  4  C |  20  13  13  14  15                      |
| 15:40:30 |  3.0 | 4  4  C |  19  18  13  12  15                      |
| 15:41:00 |  3.0 | 4  4  C |  20  19  15  12  12                      |
| 15:41:30 |  3.0 | 4  4  C |  19  20  19  16  13                      |
| 15:42:00 |  3.0 | 4  4  C |  15  22  20  16  17                      |
| 15:42:30 |  3.0 | 4  4  C |  11  23  19  17  16                      |
| 15:43:00 |  3.0 | 4  4  C |  13  22  18  19  18                      |
| 15:43:30 |  3.0 | 4  4  C |  18  15  16  20  19                      |
| 15:44:00 |  3.0 | 4  4  C |  16  13  18  18  19                      |
| 15:44:30 |  3.0 | 4  4  C |  13  17  16  18  19                      |
| 15:45:00 |  3.0 | 4  4  C |  12  19  14  16  18                      |
| 15:45:30 |  3.0 | 4  4  C |  11  19  15  15  17                      |
| 15:46:00 |  1.4 | 2  2  Z |  15  14  15  16  15                      |
| 15:46:30 |  3.0 | 4  4  C |  19  13  18  15  16                      |
| 15:47:00 |  3.0 | 4  4  C |  19  17  17  18  18                      |
| 15:47:30 |  2.1 | 3  3  Z |  17  18  14  17  18                      |
| 15:48:00 |  3.0 | 4  4  C |  17  19  15  14  16                      |
| 15:48:30 |  3.0 | 4  4  C |  17  19  17  14  16                      |
| 15:49:00 |  2.1 | 3  3  Z |  17  18  18  15  15                      |
| 15:49:30 |  2.1 | 3  3  Z |  17  17  17  17  15                      |
| 15:50:00 |  3.0 | 4  4  C |  14  18  16  20  18                      |
| 15:50:30 |  2.1 | 3  3  C |  12  16  16  18  18                      |
| 15:51:00 |  2.1 | 3  3  C |  14  16  17  15  18                      |
| 15:51:30 |  2.1 | 3  3  Z |  18  15  16  15  17                      |
| 15:52:00 |  1.4 | 2  2  Z |  16  14  15  15  16                      |
| 15:52:30 |  2.1 | 3  3  Z |  11  16  16  14  16                      |
| 15:53:00 |  2.1 | 3  3  C |  10  18  14  13  17                      |
| 15:53:30 |  2.1 | 3  3  C |  17  16  14  14  18                      |
| 15:54:00 |  3.0 | 4  4  C |  20  12  19  16  17                      |
| 15:54:30 |  3.0 | 4  4  C |  16  16  17  19  20                      |
| 15:55:00 |  4.4 | 5  5  C |  12  19  13  18  24                      |
| 15:55:30 |  4.4 | 5  5  C |  12  18  16  16  28                      |
| 15:56:00 |  4.4 | 5  5  C |  15  16  18  18  31                      |
| 15:56:30 |  4.4 | 5  5  C |  11  13  17  19  32                      |
| 15:57:00 |  4.4 | 5  5  C |   8  14  15  19  30                      |
| 15:57:30 |  4.4 | 5  5  C |   9  13  13  19  29                      |
| 15:58:00 |  4.4 | 5  5  C |  10  11  14  17  28                      |
| 15:58:30 |  4.4 | 5  5  C |  14  10  12  16  31                      |
| 15:59:00 |  4.4 | 5  5  C |  12  11  11  14  29                      |
| 15:59:30 |  3.0 | 4  4  C |   8  14  11  12  22                      |
| 16:00:00 |  1.0 | 1  1  Z |   6  13  12  11  15                      |
| 16:00:30 |  1.0 | 1  1  Z |  10  10  14  13  12                      |
| 16:01:00 |  1.0 | 1  1  Z |  14   9  12  12  15                      |
| 16:01:30 |  1.0 | 1  1  Z |  14  11   9  11  14                      |
| 16:02:00 |  1.0 | 1  1  Z |  13  14   9  11  11                      |
| 16:02:30 |  1.4 | 2  2  C |  12  17  12  11  10                      |
| 16:03:00 |  1.0 | 1  1  Z |  11  13  13  11  11                      |
| 16:03:30 |  1.0 | 1  1  Z |  11  11  14  14  11                      |
| 16:04:00 |  1.0 | 1  1  Z |  10  14  12  16  14                      |
| 16:04:30 |  1.4 | 2  2  C |  13  11  11  12  17                      |
| 16:05:00 |  1.0 | 1  1  Z |  12  11  13  12  14                      |
| 16:05:30 |  1.0 | 1  1  Z |  10  14  11  13  14                      |
| 16:06:00 |  1.0 | 1  1  Z |  12  13  12  13  11                      |
| 16:06:30 |  1.4 | 2  2  Z |  17  12  14  13  12                      |
| 16:07:00 |  1.0 | 1  1  Z |  14  12  13  14  16                      |
| 16:07:30 |  1.4 | 2  2  Z |  10  17  11  13  14                      |
| 16:08:00 |  2.1 | 3  3  C |  16  18  14  12  10                      |
| 16:08:30 |  3.0 | 4  4  C |  20  14  17  15  13                      |
| 16:09:00 |  3.0 | 4  4  C |  22  16  14  15  16                      |
| 16:09:30 |  3.0 | 4  4  C |  22  18  14  14  15                      |
| 16:10:00 |  3.0 | 4  4  C |  18  20  17  14  13                      |
| 16:10:30 |  3.0 | 4  4  C |   9  21  17  16  13                      |
| 16:11:00 |  3.0 | 4  4  C |  10  20  19  18  19                      |
| 16:11:30 |  3.0 | 4  4  C |  16  14  20  21  19                      |
| 16:12:00 |  3.0 | 4  4  C |  13  13  18  22  21                      |
| 16:12:30 |  3.0 | 4  4  C |  14  17  11  19  23                      |
| 16:13:00 |  3.0 | 4  4  C |  16  15  13  14  20                      |
| 16:13:30 |  2.1 | 3  3  C |  18  15  16  15  16                      |
| 16:14:00 |  2.1 | 3  3  Z |  14  17  14  17  16                      |
| 16:14:30 |  2.1 | 3  3  C |  10  18  15  17  17                      |
| 16:15:00 |  1.4 | 2  2  Z |  13  16  17  16  17                      |
| 16:15:30 |  2.1 | 3  3  C |  15  13  18  16  16                      |
| 16:16:00 |  2.1 | 3  3  C |  18  14  15  17  16                      |
| 16:16:30 |  2.1 | 3  3  C |  18  17  13  15  16                      |
| 16:17:00 |  2.1 | 3  3  C |  13  18  15  13  14                      |
| 16:17:30 |  3.0 | 4  4  C |  13  19  18  14  14                      |
| 16:18:00 |  3.0 | 4  4  C |  13  18  19  18  16                      |
| 16:18:30 |  3.0 | 4  4  C |  16  16  19  19  17                      |
| 16:19:00 |  2.1 | 3  3  C |  18  14  17  18  18                      |
| 16:19:30 |  2.1 | 3  3  C |  15  15  16  15  18                      |
| 16:20:00 |  3.0 | 4  4  C |  10  20  15  14  16                      |
| 16:20:30 |  3.0 | 4  4  C |  10  21  14  14  13                      |
| 16:21:00 |  1.4 | 2  2  Z |  13  15  15  13  13                      |
| 16:21:30 |  3.0 | 4  4  C |  19  12  18  14  15                      |
| 16:22:00 |  3.0 | 4  4  C |  21  12  16  18  16                      |
| 16:22:30 |  3.0 | 4  4  C |  17  16  14  17  19                      |
| 16:23:00 |  3.0 | 4  4  C |  14  22  12  14  17                      |
| 16:23:30 |  3.0 | 4  4  C |  14  21  16  12  13                      |
| 16:24:00 |  3.0 | 4  4  C |  18  20  21  14  13                      |
| 16:24:30 |  3.0 | 4  4  C |  15  19  18  19  15                      |
| 16:25:00 |  3.0 | 4  4  C |  11  17  18  20  18                      |
| 16:25:30 |  3.0 | 4  4  C |  13  18  19  18  17                      |
| 16:26:00 |  2.1 | 3  3  C |  12  14  17  18  17                      |
| 16:26:30 |  3.0 | 4  4  C |  10  14  17  19  18                      |
| 16:27:00 |  2.1 | 3  3  C |  13  14  16  17  18                      |
| 16:27:30 |  1.4 | 2  2  C |  14  12  14  17  17                      |
| 16:28:00 |  1.4 | 2  2  C |  14  14  15  16  17                      |
| 16:28:30 |  3.0 | 4  4  C |  20  13  13  15  16                      |
| 16:29:00 |  1.4 | 2  2  C |  17  14  12  13  14                      |
| 16:29:30 |  3.0 | 4  4  C |  12  19  13  14  13                      |
| 16:30:00 |  3.0 | 4  4  C |  13  19  16  18  13                      |
| 16:30:30 |  2.1 | 3  3  C |  11  18  17  18  17                      |
| 16:31:00 |  2.1 | 3  3  C |  14  14  16  17  18                      |
| 16:31:30 |  2.1 | 3  3  C |  12  13  18  17  17                      |
| 16:32:00 |  1.4 | 2  2  C |  10  15  15  17  17                      |
| 16:32:30 |  1.4 | 2  2  C |  10  14  12  17  15                      |
| 16:33:00 |  1.0 | 1  1  Z |   7  12  14  15  16                      |
| 16:33:30 |  1.4 | 2  2  C |  14  12  13  13  17                      |
| 16:34:00 |  3.0 | 4  4  C |  23   9  11  12  13                      |
| 16:34:30 |  4.4 | 5  5  C |  24  12  11  11  11                      |
| 16:35:00 |  1.4 | 2  2  C |  14  17   9  12  12                      |
| 16:35:30 |  2.1 | 3  3  C |   9  18  13  11  11                      |
| 16:36:00 |  1.4 | 2  2  C |  15  17  14  12  11                      |
| 16:36:30 |  1.4 | 2  2  C |  13  15  17  13  15                      |
| 16:37:00 |  3.0 | 4  4  C |   8  17  19  17  14                      |
| 16:37:30 |  3.0 | 4  4  C |  10  16  16  20  15                      |
| 16:38:00 |  3.0 | 4  4  C |  12  12  15  16  19                      |
| 16:38:30 |  3.0 | 4  4  C |  15  13  15  14  19                      |
| 16:39:00 |  2.1 | 3  3  C |  18  13  13  13  14                      |
| 16:39:30 |  1.0 | 1  1  Z |  15  16  12  13  11                      |
| 16:40:00 |  3.0 | 4  4  C |  12  21  15  14  13                      |
| 16:40:30 |  2.1 | 3  3  C |  15  18  18  15  15                      |
| 16:41:00 |  3.0 | 4  4  C |  17  14  19  17  16                      |
| 16:41:30 |  3.0 | 4  4  C |  14  15  19  19  17                      |
| 16:42:00 |  3.0 | 4  4  C |  14  17  16  21  20                      |
| 16:42:30 |  3.0 | 4  4  C |  15  16  15  17  21                      |
| 16:43:00 |  2.1 | 3  3  C |  13  18  17  14  16                      |
| 16:43:30 |  3.0 | 4  4  C |  12  20  16  15  15                      |
| 16:44:00 |  2.1 | 3  3  Z |  13  14  17  16  16                      |
| 16:44:30 |  3.0 | 4  4  C |  16  12  20  16  16                      |
| 16:45:00 |  3.0 | 4  4  C |  19  12  18  20  17                      |
| 16:45:30 |  3.0 | 4  4  C |  19  17  13  20  20                      |
| 16:46:00 |  3.0 | 4  4  C |  18  20  10  14  19                      |
| 16:46:30 |  3.0 | 4  4  C |  16  19  16  10  13                      |
| 16:47:00 |  3.0 | 4  4  C |  13  19  23  15   9                      |
| 16:47:30 |  3.0 | 4  4  C |  10  19  21  19  18                      |
| 16:48:00 |  3.0 | 4  4  C |   8  16  20  17  21                      |
| 16:48:30 |  3.0 | 4  4  C |  12  12  20  19  17                      |
| 16:49:00 |  3.0 | 4  4  C |  19  10  18  19  20                      |
| 16:49:30 |  2.1 | 3  3  C |  16  13  14  16  18                      |
| 16:50:00 |  3.0 | 4  4  C |  11  19   7  15  15                      |
| 16:50:30 |  3.0 | 4  4  C |  12  19  11  10  13                      |
| 16:51:00 |  3.0 | 4  4  C |  16  14  19  12  12                      |
| 16:51:30 |  3.0 | 4  4  C |  20  13  18  17  14                      |
| 16:52:00 |  1.4 | 2  2  Z |  17  16  15  17  17                      |
| 16:52:30 |  3.0 | 4  4  C |  11  19  13  15  17                      |
| 16:53:00 |  3.0 | 4  4  C |  14  20  15  13  14                      |
| 16:53:30 |  3.0 | 4  4  C |  17  16  19  15  14                      |
| 16:54:00 |  3.0 | 4  4  C |  16  16  20  19  16                      |
| 16:54:30 |  3.0 | 4  4  C |  15  20  18  20  19                      |
| 16:55:00 |  3.0 | 4  4  C |  12  19  16  18  19                      |
| 16:55:30 |  3.0 | 4  4  C |  10  19  17  15  18                      |
| 16:56:00 |  3.0 | 4  4  C |  14  15  19  14  15                      |
| 16:56:30 |  3.0 | 4  4  C |  16  12  20  18  15                      |
| 16:57:00 |  3.0 | 4  4  C |  14  14  15  19  18                      |
| 16:57:30 |  2.1 | 3  3  Z |  11  18  11  16  18                      |
| 16:58:00 |  3.0 | 4  4  C |  10  19  13  13  16                      |
| 16:58:30 |  2.1 | 3  3  Z |  16  15  16  15  13                      |
| 16:59:00 |  3.0 | 4  4  Z |  18  14  17  15  14                      |
| 16:59:30 |  3.0 | 4  4  Z |  16  16  15  14  16                      |
| 17:00:00 |  3.0 | 4  4  C |  14  19  13  15  14                      |
| 17:00:30 |  3.0 | 4  4  C |  12  19  16  16  13                      |
| 17:01:00 |  2.1 | 3  3  C |  14  18  17  18  17                      |
| 17:01:30 |  3.0 | 4  4  C |  19  15  17  15  18                      |
| 17:02:00 |  2.1 | 3  3  C |  18  15  17  17  14                      |
| 17:02:30 |  2.1 | 3  3  C |  14  18  16  18  16                      |
| 17:03:00 |  3.0 | 4  4  C |  16  19  17  15  16                      |
| 17:03:30 |  1.4 | 2  2  C |  15  16  17  17  16                      |
| 17:04:00 |  3.0 | 4  4  C |  12  17  19  17  18                      |
| 17:04:30 |  3.0 | 4  4  C |  11  17  19  19  17                      |
| 17:05:00 |  3.0 | 4  4  C |  10  13  16  19  18                      |
| 17:05:30 |  2.1 | 3  3  C |  11  13  16  16  18                      |
| 17:06:00 |  2.1 | 3  3  Z |  13  14  15  15  16                      |
| 17:06:30 |  2.1 | 3  3  Z |  14  13  13  15  16                      |
| 17:07:00 |  2.1 | 3  3  Z |  13  14  13  15  15                      |
| 17:07:30 |  3.0 | 4  4  Z |  14  17  12  14  16                      |
| 17:08:00 |  2.1 | 3  3  Z |  16  15  13  13  16                      |
| 17:08:30 |  2.1 | 3  3  Z |  16  16  17  14  13                      |
| 17:09:00 |  3.0 | 4  4  Z |  17  19  15  17  16                      |
| 17:09:30 |  2.1 | 3  3  Z |  18  17  17  13  17                      |
| 17:10:00 |  3.0 | 4  4  C |  15  14  19  13  14                      |
| 17:10:30 |  2.1 | 3  3  Z |  12  18  17  15  14                      |
| 17:11:00 |  3.0 | 4  4  C |  15  20  16  15  16                      |
| 17:11:30 |  2.1 | 3  3  C |  18  16  16  16  18                      |
| 17:12:00 |  3.0 | 4  4  C |  17  14  17  17  21                      |
| 17:12:30 |  4.4 | 5  5  C |  17  17  15  18  32                      |
| 17:13:00 |  4.4 | 5  5  C |  15  19  14  20  38                      |
| 17:13:30 |  4.4 | 5  5  C |  13  21  16  22  30                      |
| 17:14:00 |  4.4 | 5  5  C |  11  21  17  33  22                      |
| 17:14:30 |  4.4 | 5  5  C |  11  20  21  40  19                      |
| 17:15:00 |  4.4 | 5  5  C |  12  19  28  29  20                      |
| 17:15:30 |  4.4 | 5  5  C |  12  15  30  21  19                      |
| 17:16:00 |  4.4 | 5  5  C |  13  12  28  20  18                      |
| 17:16:30 |  4.4 | 5  5  C |  14  13  28  23  18                      |
| 17:17:00 |  4.4 | 5  5  C |  12  15  27  25  21                      |
| 17:17:30 |  4.4 | 5  5  C |  11  15  23  20  25                      |
| 17:18:00 |  4.4 | 5  5  C |  14  13  19  17  31                      |
| 17:18:30 |  4.4 | 5  5  C |  16  12  14  17  40                      |
| 17:19:00 |  7.0 | 6  6  C |  16  14  14  16  45                      |
| 17:19:30 |  4.4 | 5  5  C |  15  16  14  20  37                      |
| 17:20:00 |  4.4 | 5  5  C |  11  17  14  28  27                      |
| 17:20:30 |  4.4 | 5  5  C |   9  17  15  29  25                      |
| 17:21:00 |  4.4 | 5  5  C |  14  13  18  30  23                      |
| 17:21:30 |  4.4 | 5  5  C |  20   9  21  28  27                      |
| 17:22:00 |  4.4 | 5  5  C |  19  12  14  28  33                      |
| 17:22:30 |  4.4 | 5  5  C |  14  18  11  29  39                      |
| 17:23:00 |  7.0 | 6  6  C |  11  20  14  25  42                      |
| 17:23:30 |  4.4 | 5  5  C |  14  16  15  22  35                      |
| 17:24:00 |  4.4 | 5  5  C |  15  14  17  31  34                      |
| 17:24:30 |  4.4 | 5  5  C |  13  12  16  40  31                      |
| 17:25:00 |  4.4 | 5  5  C |  12  16  18  40  23                      |
| 17:25:30 |  4.4 | 5  5  C |  12  19  16  40  19                      |
| 17:26:00 |  4.4 | 5  5  C |  12  15  17  32  17                      |
| 17:26:30 |  4.4 | 5  5  C |  10  15  22  26  18                      |
| 17:27:00 |  4.4 | 5  5  C |   9  13  20  28  19                      |
| 17:27:30 |  4.4 | 5  5  C |   8  11  19  35  20                      |
| 17:28:00 |  4.4 | 5  5  C |  11  10  14  39  19                      |
| 17:28:30 |  4.4 | 5  5  C |  19   8  12  38  18                      |
| 17:29:00 |  4.4 | 5  5  C |  17  11  11  33  21                      |
| 17:29:30 |  4.4 | 5  5  C |  12  17   9  19  25                      |
| 17:30:00 |  3.0 | 4  4  C |  10  17  13  10  20                      |
| 17:30:30 |  2.1 | 3  3  C |  10  16  18  12  15                      |
| 17:31:00 |  3.0 | 4  4  C |  11  12  19  17  19                      |
| 17:31:30 |  3.0 | 4  4  C |   9  10  15  17  20                      |
| 17:32:00 |  3.0 | 4  4  C |   9  12  13  15  19                      |
| 17:32:30 |  3.0 | 4  4  C |  10  10  11  13  19                      |
| 17:33:00 |  1.4 | 2  2  Z |  10  10  11  11  16                      |
| 17:33:30 |  2.1 | 3  3  Z |  14  12  11  10  12                      |
| 17:34:00 |  2.1 | 3  3  Z |  17  12  11   9  10                      |
| 17:34:30 |  2.1 | 3  3  Z |  17  13  12  12   9                      |
| 17:35:00 |  1.4 | 2  2  Z |  14  16  13  14  14                      |
| 17:35:30 |  2.1 | 3  3  C |  16  18  13  12  14                      |
| 17:36:00 |  2.1 | 3  3  C |  18  16  14  14  11                      |
| 17:36:30 |  3.0 | 4  4  C |  13  16  19  16  15                      |
| 17:37:00 |  2.1 | 3  3  C |  13  18  18  16  17                      |
| 17:37:30 |  1.4 | 2  2  C |  13  17  17  16  15                      |
| 17:38:00 |  1.4 | 2  2  C |  10  16  17  16  16                      |
| 17:38:30 |  1.0 | 1  1  Z |  12  14  14  15  16                      |
| 17:39:00 |  1.4 | 2  2  C |  17  13  13  13  14                      |
| 17:39:30 |  1.0 | 1  1  Z |  16  15  15  13  13                      |
| 17:40:00 |  1.4 | 2  2  C |  10  17  14  12  14                      |
| 17:40:30 |  3.0 | 4  4  C |   8  19  13  13  12                      |
| 17:41:00 |  1.0 | 1  1  Z |  14  14  15  14  12                      |
| 17:41:30 |  1.0 | 1  1  Z |  14  12  15  15  14                      |
| 17:42:00 |  1.4 | 2  2  C |  10  17  14  15  17                      |
| 17:42:30 |  1.4 | 2  2  C |  11  17  14  15  15                      |
| 17:43:00 |  1.0 | 1  1  Z |  15  13  15  14  15                      |
| 17:43:30 |  2.1 | 3  3  C |  18  11  15  12  15                      |
